"session_id","sex","age","citizenship","referrer","us_or_international","lab_or_online","anchor","everest_feet","everest_meters"
2485430,"m",19,"US","luc","US","In-lab","low",8000,NA
2486251,"m",24,"US","luc","US","In-lab","low",4000,NA
2486475,"f",19,"US","luc","US","In-lab","high",42000,NA
2487052,"f",18,"US","luc","US","In-lab","high",30000,NA
2487127,"m",19,"US","luc","US","In-lab","high",30000,NA
2490201,"f",18,"US","luc","US","In-lab","high",43800,NA
2490205,"f",19,"US","luc","US","In-lab","low",6000,NA
2490444,"f",18,"US","luc","US","In-lab","low",3176,NA
2490448,"f",18,"US","luc","US","In-lab","high",26200,NA
2490694,"f",18,"US","luc","US","In-lab","high",45000,NA
2490695,"f",18,"US","luc","US","In-lab","low",10000,NA
2490700,"m",19,"US","luc","US","In-lab","low",5000,NA
2491069,"f",20,"US","luc","US","In-lab","high",45400,NA
2492314,"f",18,"US","luc","US","In-lab","low",6000,NA
2492445,"f",19,"US","luc","US","In-lab","low",15000,NA
2492856,"f",19,"US","luc","US","In-lab","low",25000,NA
2492865,"f",18,"US","luc","US","In-lab","high",40500,NA
2492867,"m",18,"US","luc","US","In-lab","high",30000,NA
2492869,"f",18,"US","luc","US","In-lab","low",4000,NA
2399787,"f",19,"US","mcdaniel","US","Online","low",3600,NA
2399902,"m",18,"US","mcdaniel","US","Online","low",22000,NA
2400037,"f",18,"US","mcdaniel","US","Online","low",6000,NA
2400210,"f",18,"US","mcdaniel","US","Online","low",10000,NA
2400235,"f",18,"US","mcdaniel","US","Online","high",35000,NA
2401208,"f",18,"US","mcdaniel","US","Online","low",7800,NA
2402044,"m",21,"US","mcdaniel","US","Online","high",45000,NA
2402928,"f",18,"US","mcdaniel","US","Online","low",9000,NA
2403281,"f",17,"US","mcdaniel","US","Online","high",37000,NA
2403994,"f",19,"US","mcdaniel","US","Online","low",20000,NA
2404062,"f",18,"US","mcdaniel","US","Online","low",30000,NA
2404410,"f",19,"US","mcdaniel","US","Online","low",20000,NA
2404963,"f",18,"US","mcdaniel","US","Online","low",3000,NA
2406254,"f",19,"US","mcdaniel","US","Online","low",20000,NA
2406284,"f",18,"US","mcdaniel","US","Online","high",40000,NA
2406430,"f",18,"US","mcdaniel","US","Online","low",6000,NA
2406659,"f",18,"US","mcdaniel","US","Online","high",30000,NA
2407838,"f",20,"US","mcdaniel","US","Online","low",2500,NA
2407974,"f",18,"US","mcdaniel","US","Online","high",44000,NA
2408350,"f",19,"US","mcdaniel","US","Online","high",41000,NA
2411236,"m",20,"US","mcdaniel","US","Online","high",43475,NA
2417482,"m",17,"US","mcdaniel","US","Online","high",12000,NA
2417521,"f",18,"US","mcdaniel","US","Online","high",44444,NA
2419187,"f",18,"US","mcdaniel","US","Online","high",37000,NA
2419449,"m",18,"US","mcdaniel","US","Online","high",42865,NA
2419466,"f",18,"US","mcdaniel","US","Online","high",39000,NA
2422137,"f",19,"US","mcdaniel","US","Online","low",25000,NA
2426038,"m",18,"US","mcdaniel","US","Online","high",28000,NA
2432796,"f",18,"US","mcdaniel","US","Online","low",20000,NA
2432935,"f",18,"US","mcdaniel","US","Online","high",42000,NA
2437191,"f",18,"US","mcdaniel","US","Online","low",14000,NA
2443785,"f",18,"US","mcdaniel","US","Online","high",45075,NA
2450946,"f",18,"US","mcdaniel","US","Online","high",29000,NA
2451040,"f",19,"US","mcdaniel","US","Online","high",35000,NA
2451047,"f",20,"US","mcdaniel","US","Online","low",42500,NA
2451061,"f",18,"US","mcdaniel","US","Online","high",26000,NA
2451063,"f",18,"US","mcdaniel","US","Online","high",30000,NA
2451168,"m",19,"US","mcdaniel","US","Online","high",37000,NA
2451581,"m",19,"US","mcdaniel","US","Online","high",45000,NA
2452524,"m",21,"US","mcdaniel","US","Online","low",45000,NA
2452700,"f",21,"US","mcdaniel","US","Online","low",8000,NA
2452715,"f",21,"US","mcdaniel","US","Online","high",34000,NA
2453249,"f",18,"US","mcdaniel","US","Online","high",35000,NA
2453291,"f",19,"US","mcdaniel","US","Online","high",40000,NA
2455264,"f",19,"US","mcdaniel","US","Online","low",20000,NA
2457301,"f",20,"US","mcdaniel","US","Online","high",30000,NA
2457522,"f",21,"US","mcdaniel","US","Online","high",20000,NA
2457617,"f",18,"US","mcdaniel","US","Online","high",43891,NA
2463756,"f",19,"US","mcdaniel","US","Online","low",3500,NA
2465487,"f",19,"US","mcdaniel","US","Online","low",20000,NA
2465595,"f",17,"US","mcdaniel","US","Online","high",40000,NA
2465691,"f",18,"US","mcdaniel","US","Online","high",40300,NA
2465895,"m",18,"US","mcdaniel","US","Online","low",3000,NA
2465948,"m",19,"US","mcdaniel","US","Online","high",33000,NA
2465952,"m",18,"US","mcdaniel","US","Online","high",42000,NA
2466277,"f",18,"US","mcdaniel","US","Online","low",4000,NA
2466426,"m",18,"MX","mcdaniel","US","Online","low",11000,NA
2466569,"f",19,"US","mcdaniel","US","Online","high",20000,NA
2468447,"m",18,"US","mcdaniel","US","Online","high",43000,NA
2475770,"m",21,"US","mcdaniel","US","Online","low",3500,NA
2475870,"f",18,"US","mcdaniel","US","Online","high",45450,NA
2475950,"f",18,"US","mcdaniel","US","Online","low",3000,NA
2475968,"f",17,"US","mcdaniel","US","Online","low",7000,NA
2475985,"m",18,"US","mcdaniel","US","Online","low",2500,NA
2476046,"f",21,"US","mcdaniel","US","Online","high",23000,NA
2476444,"f",20,"US","mcdaniel","US","Online","low",3000,NA
2476544,"f",18,"US","mcdaniel","US","Online","high",45000,NA
2476586,"f",17,"US","mcdaniel","US","Online","high",38000,NA
2476588,"f",20,"US","mcdaniel","US","Online","high",44000,NA
2476678,"m",20,"US","mcdaniel","US","Online","high",36000,NA
2477597,"f",18,"US","mcdaniel","US","Online","low",2794,NA
2478261,"f",21,"US","mcdaniel","US","Online","low",2500,NA
2478285,"f",21,"US","mcdaniel","US","Online","high",45000,NA
2478338,"f",20,"US","mcdaniel","US","Online","high",38000,NA
2478384,"f",20,"US","mcdaniel","US","Online","low",2750,NA
2478426,"m",20,"US","mcdaniel","US","Online","high",15000,NA
2478477,"f",22,"US","mcdaniel","US","Online","high",35000,NA
2478500,"f",19,"US","mcdaniel","US","Online","high",35000,NA
2478592,"f",20,"US","mcdaniel","US","Online","low",15862,NA
2478634,"m",19,"US","mcdaniel","US","Online","high",30000,NA
2479532,"f",21,"US","mcdaniel","US","Online","low",5230,NA
2479770,"f",18,"US","mcdaniel","US","Online","high",17000,NA
2479919,"f",21,"FI","mcdaniel","US","Online","low",25000,NA
2480394,"f",20,"US","mcdaniel","US","Online","low",3000,NA
2480401,"m",20,"US","mcdaniel","US","Online","low",3500,NA
2483183,"f",21,"AL","mcdaniel","US","Online","low",29000,NA
2483263,"f",19,"US","mcdaniel","US","Online","high",40000,NA
2491455,"f",19,"US","mcdaniel","US","Online","low",20000,NA
2431130,"m",19,"CA","msvu","International","In-lab","low",6561.6,2000
2431131,"m",24,"KW","msvu","International","In-lab","low",3280.8,1000
2431133,"f",22,"CA","msvu","International","In-lab","low",4921.2,1500
2431135,"f",21,"CA","msvu","International","In-lab","high",39369.6,12000
2431136,"f",21,"CA","msvu","International","In-lab","high",36088.8,11000
2431142,"m",22,"CA","msvu","International","In-lab","high",42650.4,13000
2431144,"f",19,"CA","msvu","International","In-lab","low",2624.64,800
2431145,"m",19,"CA","msvu","International","In-lab","low",3280.8,1000
2431146,"f",56,"CA","msvu","International","In-lab","low",3280.8,1000
2431149,"m",33,"CA","msvu","International","In-lab","low",12138.96,3700
2431153,"f",29,"CA","msvu","International","In-lab","low",6561.6,2000
2431157,"f",20,"CA","msvu","International","In-lab","low",2624.64,800
2443533,"f",19,"CA","msvu","International","In-lab","low",6561.6,2000
2443536,"f",20,"CA","msvu","International","In-lab","low",2296.56,700
2443538,"f",21,"CA","msvu","International","In-lab","low",2952.72,900
2443539,"m",33,"CA","msvu","International","In-lab","low",6561.6,2000
2443540,"f",20,"CA","msvu","International","In-lab","high",43306.56,13200
2443541,"f",20,"CA","msvu","International","In-lab","high",36088.8,11000
2443543,"f",20,"CA","msvu","International","In-lab","low",9842.4,3000
2443546,"f",20,"CA","msvu","International","In-lab","low",3280.8,1000
2443547,"f",20,"CA","msvu","International","In-lab","high",32808,10000
2443549,"f",19,"CA","msvu","International","In-lab","low",3280.8,1000
2443550,"m",32,"CA","msvu","International","In-lab","low",3280.8,1000
2443551,"f",21,"CA","msvu","International","In-lab","low",6561.6,2000
2443552,"f",22,"CA","msvu","International","In-lab","high",32808,10000
2443553,"f",18,"CA","msvu","International","In-lab","low",2952.72,900
2443554,"m",28,"CA","msvu","International","In-lab","high",39369.6,12000
2443612,"f",20,"BS","msvu","International","In-lab","low",3936.96,1200
2456029,"f",20,"CA","msvu","International","In-lab","low",6561.6,2000
2456051,"f",25,"CA","msvu","International","In-lab","low",3280.8,1000
2456053,"f",36,"BM","msvu","International","In-lab","low",3936.96,1200
2456125,"f",21,"CA","msvu","International","In-lab","high",36088.8,11000
2456199,"f",21,"CA","msvu","International","In-lab","high",42650.4,13000
2456623,"f",25,"CA","msvu","International","In-lab","low",4921.2,1500
2458273,"f",20,"CA","msvu","International","In-lab","low",2952.72,900
2458274,"m",18,"CA","msvu","International","In-lab","high",29527.2,9000
2458686,"f",18,"CA","msvu","International","In-lab","high",45275.04,13800
2458741,"f",22,"CA","msvu","International","In-lab","high",39369.6,12000
2465446,"f",22,"CA","msvu","International","In-lab","high",41010,12500
2465449,"f",18,"CA","msvu","International","In-lab","low",5905.44,1800
2465450,"m",18,"CA","msvu","International","In-lab","low",3936.96,1200
2465687,"f",32,"CA","msvu","International","In-lab","low",5905.44,1800
2465781,"f",18,"CA","msvu","International","In-lab","high",29527.2,9000
2467478,"m",24,"CA","msvu","International","In-lab","low",2230.944,680
2467496,"f",20,"CA","msvu","International","In-lab","low",3280.8,1000
2467798,"f",20,"CA","msvu","International","In-lab","high",39369.6,12000
2469512,"f",22,"CA","msvu","International","In-lab","high",32808,10000
2469516,"f",28,"CA","msvu","International","In-lab","low",5905.44,1800
2495942,"f",25,"CA","msvu","International","In-lab","high",4265.04,1300
2402411,"f",23,"US","mturk","US","Online","high",41000,NA
2402412,"m",27,"US","mturk","US","Online","low",22250,NA
2402414,"m",28,"IN","mturk","US","Online","low",4848,NA
2402415,"m",35,"US","mturk","US","Online","high",42000,NA
2402416,"f",28,"US","mturk","US","Online","low",2600,NA
2402417,"f",25,"US","mturk","US","Online","low",11000,NA
2402421,"m",27,"MK","mturk","US","Online","low",25000,NA
2402426,"m",23,"US","mturk","US","Online","low",3000,NA
2402447,"m",36,"US","mturk","US","Online","high",35000,NA
2402449,"f",21,"CA","mturk","US","Online","low",9000,NA
2402450,"m",32,"IN","mturk","US","Online","low",6000,NA
2402451,"f",31,"US","mturk","US","Online","high",30000,NA
2402452,"m",28,"IN","mturk","US","Online","high",28000,NA
2402453,"f",32,"IN","mturk","US","Online","low",29000,NA
2402454,"m",37,"US","mturk","US","Online","high",32000,NA
2402456,"f",25,"IN","mturk","US","Online","high",45000,NA
2402457,"m",58,"RU","mturk","US","Online","low",27000,NA
2402459,"f",27,"US","mturk","US","Online","low",21826,NA
2402460,"m",21,"US","mturk","US","Online","high",27000,NA
2402466,"f",31,"IN","mturk","US","Online","low",2250,NA
2402467,"m",25,"IN","mturk","US","Online","low",3000,NA
2402468,"f",27,"IN","mturk","US","Online","high",5500,NA
2402470,"m",51,"US","mturk","US","Online","high",33000,NA
2402471,"f",30,"US","mturk","US","Online","low",6000,NA
2402472,"m",36,"US","mturk","US","Online","high",36000,NA
2402474,"m",47,"US","mturk","US","Online","low",5000,NA
2402476,"m",32,"IN","mturk","US","Online","high",11400,NA
2402478,"m",41,"IN","mturk","US","Online","low",9800,NA
2402479,"f",54,"US","mturk","US","Online","high",35000,NA
2402484,"m",52,"IN","mturk","US","Online","high",29029,NA
2402485,"m",26,"US","mturk","US","Online","high",38000,NA
2402488,"m",34,"FR","mturk","US","Online","high",27000,NA
2402489,"m",31,"IN","mturk","US","Online","low",28000,NA
2402493,"m",23,"IN","mturk","US","Online","high",40000,NA
2402494,"m",28,"US","mturk","US","Online","low",25000,NA
2402495,"f",26,"IN","mturk","US","Online","high",36000,NA
2402498,"m",26,"IN","mturk","US","Online","low",2600,NA
2402499,"m",34,"IN","mturk","US","Online","high",29500,NA
2402502,"f",42,"IN","mturk","US","Online","high",8000,NA
2402504,"m",59,"US","mturk","US","Online","high",45000,NA
2402508,"m",24,"US","mturk","US","Online","low",2400,NA
2402509,"m",23,"US","mturk","US","Online","high",42281,NA
2402511,"m",25,"US","mturk","US","Online","high",42000,NA
2402512,"m",34,"US","mturk","US","Online","low",8000,NA
2402513,"f",19,"AU","mturk","US","Online","high",30000,NA
2402514,"m",23,"IN","mturk","US","Online","low",29035,NA
2402518,"m",20,"IN","mturk","US","Online","high",29035,NA
2402521,"f",62,"US","mturk","US","Online","high",30000,NA
2402522,"f",25,"IN","mturk","US","Online","low",7000,NA
2402525,"m",24,"US","mturk","US","Online","low",2100,NA
2402529,"m",27,"US","mturk","US","Online","high",29028,NA
2402531,"m",40,"US","mturk","US","Online","low",29000,NA
2402532,"f",29,"US","mturk","US","Online","high",35000,NA
2402533,"m",25,"IN","mturk","US","Online","low",20000,NA
2402535,"m",30,"IN","mturk","US","Online","high",29029,NA
2402539,"m",22,"IN","mturk","US","Online","high",8848,NA
2402540,"m",22,"IN","mturk","US","Online","low",27940,NA
2402542,"m",49,"IN","mturk","US","Online","low",7000,NA
2402543,"f",42,"US","mturk","US","Online","high",35000,NA
2402544,"f",25,"US","mturk","US","Online","high",42354,NA
2402545,"m",23,"IN","mturk","US","Online","low",29029,NA
2402547,"m",32,"US","mturk","US","Online","high",29029,NA
2402548,"f",31,"US","mturk","US","Online","high",44000,NA
2402549,"m",30,"IN","mturk","US","Online","low",8000,NA
2402551,"f",45,"US","mturk","US","Online","low",10000,NA
2402552,"f",21,"CA","mturk","US","Online","low",27000,NA
2402553,"m",33,"IN","mturk","US","Online","high",25000,NA
2402554,"m",34,"IN","mturk","US","Online","low",3500,NA
2402555,"m",23,"IN","mturk","US","Online","high",29000,NA
2402557,"m",25,"US","mturk","US","Online","low",18000,NA
2402559,"m",33,"US","mturk","US","Online","high",23000,NA
2402563,"f",26,"US","mturk","US","Online","high",15000,NA
2402565,"m",25,"US","mturk","US","Online","low",3500,NA
2402566,"f",29,"US","mturk","US","Online","low",3000,NA
2402567,"m",24,"US","mturk","US","Online","high",40000,NA
2402571,"m",45,"IN","mturk","US","Online","low",2200,NA
2402573,"m",27,"IN","mturk","US","Online","low",3500,NA
2402576,"m",52,"US","mturk","US","Online","high",30000,NA
2402577,"m",29,"US","mturk","US","Online","low",3200,NA
2402584,"m",32,"IN","mturk","US","Online","low",5000,NA
2402596,"m",23,"IN","mturk","US","Online","low",2450,NA
2402605,"m",30,"US","mturk","US","Online","low",20000,NA
2402630,"m",28,"UK","mturk","US","Online","high",25000,NA
2402643,"m",27,"US","mturk","US","Online","low",8000,NA
2402675,"f",22,"US","mturk","US","Online","low",4500,NA
2402681,"f",22,"IN","mturk","US","Online","high",29029,NA
2402710,"m",28,"US","mturk","US","Online","high",45000,NA
2407351,"m",21,"US","mturk","US","Online","high",42450,NA
2407352,"f",28,"US","mturk","US","Online","high",39000,NA
2407355,"m",26,"CA","mturk","US","Online","high",38000,NA
2407356,"f",31,"US","mturk","US","Online","high",44000,NA
2407357,"f",31,"US","mturk","US","Online","low",2300,NA
2407358,"m",39,"US","mturk","US","Online","low",28000,NA
2407360,"f",30,"US","mturk","US","Online","high",30000,NA
2407371,"f",27,"US","mturk","US","Online","low",2800,NA
2407389,"f",27,"US","mturk","US","Online","low",2500,NA
2407441,"f",23,"US","mturk","US","Online","low",2300,NA
2407451,"m",56,"US","mturk","US","Online","high",32000,NA
2407454,"f",25,"US","mturk","US","Online","high",30000,NA
2407455,"f",29,"US","mturk","US","Online","low",2500,NA
2407456,"f",24,"US","mturk","US","Online","high",42000,NA
2407462,"m",64,"US","mturk","US","Online","high",41000,NA
2407465,"f",36,"US","mturk","US","Online","low",4500,NA
2407469,"m",29,"US","mturk","US","Online","high",37000,NA
2407470,"m",57,"US","mturk","US","Online","high",25000,NA
2407473,"f",45,"US","mturk","US","Online","high",45000,NA
2407475,"m",28,"US","mturk","US","Online","high",41100,NA
2407477,"m",53,"US","mturk","US","Online","high",40000,NA
2407485,"f",24,"US","mturk","US","Online","high",45000,NA
2407489,"m",28,"US","mturk","US","Online","low",35000,NA
2407498,"f",26,"US","mturk","US","Online","low",10000,NA
2407512,"f",34,"US","mturk","US","Online","low",2100,NA
2407514,"f",66,"US","mturk","US","Online","low",29000,NA
2407518,"f",60,"US","mturk","US","Online","high",30000,NA
2407550,"f",29,"US","mturk","US","Online","low",30000,NA
2407556,"f",21,"US","mturk","US","Online","high",32000,NA
2407557,"m",28,"US","mturk","US","Online","low",5000,NA
2407559,"f",40,"US","mturk","US","Online","low",3500,NA
2407568,"m",20,"US","mturk","US","Online","low",20000,NA
2407578,"m",67,"US","mturk","US","Online","high",31000,NA
2407580,"f",58,"UK","mturk","US","Online","high",45000,NA
2407582,"m",39,"US","mturk","US","Online","high",27000,NA
2407590,"f",42,"US","mturk","US","Online","high",40880,NA
2407591,"f",61,"US","mturk","US","Online","low",5000,NA
2407597,"f",34,"US","mturk","US","Online","high",40000,NA
2407602,"m",33,"US","mturk","US","Online","high",30000,NA
2407607,"f",23,"US","mturk","US","Online","high",40000,NA
2407608,"m",23,"US","mturk","US","Online","high",30000,NA
2407609,"m",28,"US","mturk","US","Online","low",5000,NA
2407610,"f",38,"US","mturk","US","Online","low",9000,NA
2407612,"f",67,"US","mturk","US","Online","high",38000,NA
2407614,"m",30,"US","mturk","US","Online","high",44000,NA
2407615,"m",26,"US","mturk","US","Online","high",30000,NA
2407616,"m",22,"US","mturk","US","Online","high",35000,NA
2407617,"m",24,"US","mturk","US","Online","high",42000,NA
2407618,"f",34,"US","mturk","US","Online","high",10000,NA
2407619,"m",26,"US","mturk","US","Online","low",7000,NA
2407622,"m",27,"US","mturk","US","Online","high",5000,NA
2407626,"m",27,"US","mturk","US","Online","high",42500,NA
2407627,"m",20,"US","mturk","US","Online","low",5000,NA
2407628,"m",24,"US","mturk","US","Online","high",40000,NA
2407633,"m",27,"US","mturk","US","Online","low",3000,NA
2407634,"f",45,"US","mturk","US","Online","low",29000,NA
2407636,"m",41,"US","mturk","US","Online","high",32000,NA
2407638,"f",37,"US","mturk","US","Online","low",30000,NA
2407640,"f",24,"US","mturk","US","Online","high",42536,NA
2407641,"m",43,"US","mturk","US","Online","high",39000,NA
2407644,"m",29,"US","mturk","US","Online","low",23000,NA
2407645,"m",31,"US","mturk","US","Online","high",31000,NA
2407646,"f",27,"US","mturk","US","Online","low",2500,NA
2407647,"f",23,"US","mturk","US","Online","high",20000,NA
2407652,"f",52,"US","mturk","US","Online","high",42000,NA
2407656,"f",30,"US","mturk","US","Online","low",3500,NA
2407657,"f",26,"US","mturk","US","Online","low",30000,NA
2407658,"m",39,"US","mturk","US","Online","low",20000,NA
2407659,"m",42,"US","mturk","US","Online","low",28000,NA
2407660,"f",23,"US","mturk","US","Online","low",5000,NA
2407661,"f",31,"US","mturk","US","Online","high",44000,NA
2407665,"m",24,"US","mturk","US","Online","high",29029,NA
2407667,"f",23,"US","mturk","US","Online","low",5000,NA
2407668,"f",26,"US","mturk","US","Online","high",37500,NA
2407671,"m",28,"US","mturk","US","Online","low",12000,NA
2407677,"m",30,"US","mturk","US","Online","high",28000,NA
2407678,"m",38,"US","mturk","US","Online","high",37000,NA
2407682,"f",27,"US","mturk","US","Online","high",36000,NA
2407683,"m",23,"US","mturk","US","Online","high",29000,NA
2407684,"m",30,"US","mturk","US","Online","low",30000,NA
2407685,"f",38,"US","mturk","US","Online","high",42000,NA
2407686,"f",25,"US","mturk","US","Online","low",4690,NA
2407692,"m",28,"US","mturk","US","Online","high",41000,NA
2407695,"m",29,"US","mturk","US","Online","low",2500,NA
2407696,"m",27,"US","mturk","US","Online","high",40000,NA
2407705,"m",35,"US","mturk","US","Online","low",25000,NA
2407710,"m",29,"US","mturk","US","Online","high",29000,NA
2407712,"m",26,"US","mturk","US","Online","low",2500,NA
2407717,"m",38,"US","mturk","US","Online","high",5000,NA
2407721,"m",20,"US","mturk","US","Online","high",45000,NA
2407722,"m",28,"US","mturk","US","Online","high",39000,NA
2407728,"m",27,"US","mturk","US","Online","high",42000,NA
2407731,"m",29,"US","mturk","US","Online","low",30000,NA
2407732,"m",40,"US","mturk","US","Online","high",27000,NA
2407743,"f",22,"US","mturk","US","Online","high",38000,NA
2407744,"m",25,"US","mturk","US","Online","high",43000,NA
2407747,"m",40,"US","mturk","US","Online","high",38000,NA
2407825,"m",62,"US","mturk","US","Online","low",3000,NA
2407841,"f",38,"US","mturk","US","Online","low",10000,NA
2407844,"m",58,"US","mturk","US","Online","low",14000,NA
2407846,"m",46,"US","mturk","US","Online","low",24000,NA
2407850,"m",27,"US","mturk","US","Online","high",45300,NA
2407863,"f",39,"US","mturk","US","Online","low",10000,NA
2407871,"f",55,"US","mturk","US","Online","high",42000,NA
2407873,"f",30,"US","mturk","US","Online","high",27500,NA
2407874,"f",40,"US","mturk","US","Online","high",40000,NA
2407875,"f",58,"US","mturk","US","Online","low",13000,NA
2407892,"m",22,"US","mturk","US","Online","low",5000,NA
2407895,"m",24,"US","mturk","US","Online","high",45499,NA
2407902,"m",33,"US","mturk","US","Online","high",30000,NA
2407906,"f",28,"US","mturk","US","Online","low",15000,NA
2407915,"f",55,"US","mturk","US","Online","high",18000,NA
2407923,"m",28,"US","mturk","US","Online","low",14000,NA
2407936,"f",58,"US","mturk","US","Online","high",30000,NA
2407939,"f",31,"US","mturk","US","Online","high",42000,NA
2407948,"m",42,"US","mturk","US","Online","low",17600,NA
2407954,"m",22,"US","mturk","US","Online","low",10000,NA
2407956,"f",38,"US","mturk","US","Online","low",4000,NA
2407962,"m",40,"US","mturk","US","Online","low",2099,NA
2407968,"m",23,"US","mturk","US","Online","high",22000,NA
2407970,"f",26,"US","mturk","US","Online","low",26585,NA
2407971,"f",48,"US","mturk","US","Online","low",2100,NA
2407972,"m",49,"US","mturk","US","Online","high",35000,NA
2407977,"f",62,"US","mturk","US","Online","low",23000,NA
2407978,"f",74,"US","mturk","US","Online","low",2800,NA
2407980,"f",27,"US","mturk","US","Online","low",4850,NA
2407986,"m",22,"US","mturk","US","Online","high",40000,NA
2407988,"f",31,"US","mturk","US","Online","low",3000,NA
2407994,"f",40,"US","mturk","US","Online","low",4000,NA
2407997,"m",40,"US","mturk","US","Online","high",10000,NA
2408002,"f",37,"US","mturk","US","Online","high",45250,NA
2408007,"m",20,"US","mturk","US","Online","high",30000,NA
2408009,"m",35,"US","mturk","US","Online","low",7800,NA
2408010,"m",48,"US","mturk","US","Online","low",3000,NA
2408015,"f",26,"US","mturk","US","Online","low",3000,NA
2408018,"f",61,"US","mturk","US","Online","high",35000,NA
2408022,"f",63,"US","mturk","US","Online","high",30000,NA
2408024,"f",52,"US","mturk","US","Online","high",30000,NA
2408032,"m",48,"US","mturk","US","Online","high",44000,NA
2408034,"m",26,"US","mturk","US","Online","low",40000,NA
2408035,"f",32,"US","mturk","US","Online","high",38000,NA
2408040,"m",31,"US","mturk","US","Online","high",38800,NA
2408858,"f",52,"PE","mturk","US","Online","high",36000,NA
2408859,"f",32,"US","mturk","US","Online","high",30000,NA
2408861,"f",30,"US","mturk","US","Online","high",40000,NA
2408863,"m",39,"US","mturk","US","Online","high",42000,NA
2408867,"m",31,"US","mturk","US","Online","high",32250,NA
2408870,"f",24,"US","mturk","US","Online","high",38000,NA
2408871,"f",35,"US","mturk","US","Online","high",35000,NA
2408892,"m",22,"US","mturk","US","Online","low",3140,NA
2408897,"m",30,"US","mturk","US","Online","high",28000,NA
2408901,"f",25,"US","mturk","US","Online","low",3500,NA
2408917,"f",40,"US","mturk","US","Online","low",10000,NA
2408918,"f",22,"US","mturk","US","Online","low",21000,NA
2408919,"m",25,"US","mturk","US","Online","high",40000,NA
2408920,"m",28,"US","mturk","US","Online","high",29721,NA
2408921,"f",37,"US","mturk","US","Online","high",41000,NA
2408924,"f",66,"US","mturk","US","Online","high",45000,NA
2408926,"f",48,"US","mturk","US","Online","low",6189,NA
2408927,"f",34,"US","mturk","US","Online","low",25000,NA
2408930,"f",50,"US","mturk","US","Online","low",5000,NA
2408932,"m",20,"US","mturk","US","Online","low",5000,NA
2408935,"f",43,"US","mturk","US","Online","low",2500,NA
2408937,"m",53,"US","mturk","US","Online","low",27500,NA
2408938,"f",44,"US","mturk","US","Online","low",2157,NA
2408939,"f",26,"US","mturk","US","Online","high",45000,NA
2408940,"f",32,"US","mturk","US","Online","low",6000,NA
2408941,"m",25,"US","mturk","US","Online","high",42000,NA
2408942,"f",51,"US","mturk","US","Online","low",8622,NA
2408948,"f",56,"US","mturk","US","Online","high",43000,NA
2408952,"f",49,"US","mturk","US","Online","low",5500,NA
2408953,"f",27,"US","mturk","US","Online","high",35000,NA
2408957,"f",58,"US","mturk","US","Online","low",15000,NA
2408958,"f",66,"US","mturk","US","Online","low",28000,NA
2408960,"m",32,"US","mturk","US","Online","high",40000,NA
2408962,"m",62,"US","mturk","US","Online","low",4800,NA
2408965,"m",35,"US","mturk","US","Online","high",40500,NA
2408966,"m",24,"US","mturk","US","Online","low",2435,NA
2408967,"m",32,"US","mturk","US","Online","low",32000,NA
2408968,"m",25,"US","mturk","US","Online","high",42000,NA
2408969,"m",44,"US","mturk","US","Online","high",42300,NA
2408971,"f",57,"US","mturk","US","Online","low",10000,NA
2408975,"f",25,"US","mturk","US","Online","low",8500,NA
2408977,"m",56,"US","mturk","US","Online","high",44000,NA
2408978,"f",30,"US","mturk","US","Online","low",2546,NA
2408979,"m",58,"US","mturk","US","Online","high",45300,NA
2408982,"f",29,"US","mturk","US","Online","low",12000,NA
2408983,"f",43,"US","mturk","US","Online","low",4500,NA
2408984,"f",34,"US","mturk","US","Online","low",8000,NA
2408985,"f",22,"US","mturk","US","Online","low",20000,NA
2408986,"m",23,"BO","mturk","US","Online","low",2700,NA
2408988,"m",27,"US","mturk","US","Online","high",36600,NA
2408989,"f",31,"US","mturk","US","Online","high",30000,NA
2408990,"m",29,"US","mturk","US","Online","low",28000,NA
2408991,"m",22,"US","mturk","US","Online","low",5400,NA
2408992,"m",33,"US","mturk","US","Online","low",5000,NA
2408993,"m",23,"US","mturk","US","Online","high",37000,NA
2408994,"m",24,"US","mturk","US","Online","low",20000,NA
2408995,"f",47,".","mturk","US","Online","high",42200,NA
2408997,"m",23,"US","mturk","US","Online","high",35000,NA
2408999,"f",60,"US","mturk","US","Online","low",5000,NA
2409000,"m",42,"US","mturk","US","Online","low",5000,NA
2409005,"m",59,"US","mturk","US","Online","low",24000,NA
2409006,"f",33,"US","mturk","US","Online","low",2500,NA
2409007,"m",27,"US","mturk","US","Online","high",25000,NA
2409008,"m",23,"US","mturk","US","Online","high",15000,NA
2409010,"m",39,"US","mturk","US","Online","high",29000,NA
2409011,"m",26,"US","mturk","US","Online","low",8000,NA
2409012,"m",26,"US","mturk","US","Online","high",38000,NA
2409014,"m",42,"US","mturk","US","Online","high",38000,NA
2409018,"f",51,"US","mturk","US","Online","low",5000,NA
2409019,"f",33,"US","mturk","US","Online","low",4000,NA
2409025,"m",22,"US","mturk","US","Online","low",18000,NA
2409026,"f",27,"US","mturk","US","Online","low",5000,NA
2409027,"m",41,"US","mturk","US","Online","high",42350,NA
2409034,"f",68,"US","mturk","US","Online","high",25000,NA
2409036,"f",24,"US","mturk","US","Online","high",29000,NA
2409037,"m",24,"US","mturk","US","Online","low",7000,NA
